lien_emploie,date,nom_entreprise,secteur_activite,metier,poste_propose,localisation,delais,type_de_contrat,exigences
https://doopin.net/boCzI,03/08/2022,Wendyfy237,Mode-Textile,Styliste,STYLISTES – Yaoundé,"Yaoundé,Centre,Cameroon",Postulerauplustôt,Nonspécifié,RECRUTEMENT DES STYLISTES|Si toi aussi tu es intéressé clique via le lien suivant 👉https://chat.whatsapp.com/GHxCs1rPya7CfJqvOTjhuA|Si tu es dans la ville de Yaoundé et que tu es un homme où une femme et tu as des compétences techniques en stylisme modélisme et tu cherches une structure avec laquelle tu voudrais commencer à travailler|
https://doopin.net/vCCAE,03/08/2022,UnEmployeur,Hôtellerie-Restauration,Cuisinier,CUISINIER – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,- Dynamique & Disponible ;|Envoyez-nous votre CV à l'adresse e-mail lapietrafricana@yahoo.comAncien Immeuble CAMAIR LIQUIDATION / BONANJO|- Coordination des équipes ;|- Préparation des plats et commandes ;|- Respect De La Hiérarchie|- Courtois;|- Espr
https://doopin.net/ukVTg,03/08/2022,MAISONMODJO,Mode-Textile,Couturier,COMMIS D'ATELIER – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,"|Nous offrons un espace pour travailler avec nous de jour et en semaine|CONTACTEZ NOUS AU maisonmodjo@gmail.comDouala -Ndogbong CameroonTel: 696399801|Si tu es passionné de mode , tu voudrais acquérir ou développer tes compétences, relever de nouveaux défis si tu es dévoué, débrouillard et a le sens des responsabilités nous te formerons pour apprendre le métier et une possibilité d'avancement /d'intégration est à ta portée ! on est prêt à te rencontrer.||NOUS RECHERCHONS UN(E) COMMIS D'ATELIER|NOTRE ENTREPRISE EST EN PLEINE EXPANSION ET NOUS RECHERCHONS UN PROFIL POUR REJOINDRE NOTRE ÉQUIPE|» Curriculum Vitae|"
https://doopin.net/kqinm,03/08/2022,MENBUILDERSARL,Commerce-Vente-Distribution,Commercial,COMMERCIAUX ÉLECTROMÉNAGERS – Douala,"Douala,Littoral,Cameroon",09Aug.2022,Nonspécifié,"|Ø Minimum BAC+2/3 en Marketing-Commerce-Vente ou tout diplôme équivalent ;|Ø Très bonnes aptitudes commerciales;|Faites parvenir votre CV et les justificatifs de votre expérience à l'adressecvmenbuilder@gmail.com et préciser le poste en objet ou alors les déposer dans nos bureaux sis à Bonanjo, Immeuble CRÉDIT FONCIER, 4è Étage Porte 401.    Date limite de réception des candidatures Mardi, le 09 Août 2022.|Ø Être dynamique, motivé et flexible ;|Ø Minimum 02 (deux) années consécutives et avérées à un poste similaire ;|Ø Être disponible immédiatement.|Le cabinet MEN BUILDER spécialisé dans le placement du personnel recherche pour un de ses clients du domaine de la Grande Distribution des COMMERCIAUX ÉLECTROMÉNAGERS.|» Niveau d'expérience: Expérimenté|» Curriculum Vitae|» Années d'expérience: Entre 2 an et 3 ans 
                                                                                                » Niveau Académique Minimum: Bac+2 (BTS / HND,...)|Poste basé à DOUALA|"
https://doopin.net/ZGRNC,03/08/2022,OptimumB&BSARL,Comptabilité-Gestion,Comptable,COMPTABLE – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,StageProfessionnel,"» Lettre de Motivation|BTS minimum en comptabilité et gestion des entreprises Aptitudes : Maitrise des écritures comptableConnaissance de l'outil informatique Analyse des comptes Qualité : Rigoureuse, méthodique et méticuleuse|» Niveau Académique Minimum: Bac+2 (BTS / HND,...)|» Niveau d'expérience: Stagiaire||OPTIMUM RECRUTE UNE STAGIAIRE COMPTABLE PRÉ EMPLOI|» Curriculum Vitae|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/RBMku,03/08/2022,HSDMELT–CAMEROUN,Commerce-Vente-Distribution,Commercial,Commercial (e) – Douala,"Douala,Littoral,Cameroon",05Aug.2022,Nonspécifié,"|conseiller les clients et leur proposer une offre personnalisée et adaptée, pour se démarquer des concurrents. Démarcher les potentiels clients, négocier les prix. Elaborer des stratégies pour dynamiser les ventes, Gérer son portefeuille client, ou encore assurer un suivi commercial auprès de la clientèle afin de la fidéliser.|Formation : Diplôme de commerce ou Bac + 3 Minimum 3 ans d’expérience en tant que commercial B2BAvoir déjà un bon carnet d’adresses d’entreprises au Cameroun, surtout avec les DG, DAF ou Départements Achats des Entreprises||Rencontrer ses clients et prospects afin de leur vendre les produits et services en adéquation avec leurs besoins.|» Niveau d'expérience: Expérimenté|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|» Années d'expérience: Entre 3 ans et 5 ans 
                                                                                                » Niveau Académique Minimum: Licence|» Curriculum Vitae|Notre Client, entreprise exerçant dans l’industrie d’habillement, basée à Douala recherche un (e) commercial (e) pour accompagner le développement de ses activités au Cameroun.|"
https://doopin.net/VzaqT,03/08/2022,FédérationinternationaledesSociétésdelaCroix-RougeetduCroissant-Rouge(IFRC),Humanitaire,Autres,"Officer, Planning, Monitoring, Evaluation and Reporting – Yaoundé","Yaoundé,Centre,Cameroon",16Aug.2022,Nonspécifié,"Support National Societies during micro-planning and review of micro-plans.|Lead or manage program evaluationEnsure evaluations are done as prescribed and in accordance to IFRC evaluation FrameworkLead and support lesson learn and reviews meetings for the programDocument the lessons and agreed action points from above meeting and follow up to ensure they inform program improvement.Use qualitative data when applicable and advise on qualitative data collection methods and good practices (including interview skills, focus group facilitation, and survey design and response categories).Advice on sampling techniques (such as random, stratified, and purposive) and their applications and relevance for a selected evaluation or methodology.Provide quality control during the review and comment phase throughout the evaluation process.Support drafting of Management response to ensure learning from evaluations are actioned.Identify opportunities for participatory evaluation and integration with Community Engagement and Accountability to ensure evaluations consider community input|Provide training on monitoring and evaluation for IFRC and National Society staff as requested.Identify and secure opportunities for National Societies to build capacity.Support in identify risk in SLL implementation and escaling to the relevant IFRC staff for actionSupport in tracking implementation and monitoring budgets|The position holder will:|» Niveau d'expérience: Expérimenté|1/Planning|Advise on the utility of various types of data collection and analysis tools using available analysis toolsLead data analysis and visualization of data collected to support program monitoring and donor reporting. This will include developing dashboards as needed||Preferred|» Curriculum Vitae|Minimum of 2 years work experience in an international setting.Experience working in the developing countriesExperience working in the Africa RegionPeople Management experience|4/Lead Data analysis|University degree, or equivalent, in relevant disciplines (Monitoring and Evaluation, Mathematics, Statistics, Economics, or relevant quantitative fields )Relevant professional training or relevant experience in monitoring, performance-based management, planning or evaluation.|6 / Support Grant and risk amangement|This position will lead the implementation of appropriate monitoring and evaluation processes and systems to support project management, impact assessment and learning. Providing technical support to program management unit (PMU), the Officer PMER will ensure, planning, data collection, analysis and dissemination of monitoring and evaluation results and donor-related reporting. The position will lead learning and evaluation and ensure lessons learnt are incorporated into the program.|3/Support evaluations through technical leadership and management, including:|5/ Support effective communication of monitoring and evaluation information|Ensure the collation of inclusion of appropriate program and project monitoring and evaluation information into external and internal reportsEnsures best practices are captured and disseminated among NSSupport the sharing of findings and lessons learned to improve programmatic and organizational learning.Provide constant communication and support to ensure NS are aware of their monitoring and evaluation obligations.Collate, write or manage, donor reporting and evaluation reports as necessaryConduct quality and technical review of donor reports, operation reports, and other reports to ensure all reports are of high quality.|Ensure that monitoring plans are in place for all National Societies.Develop and maintain monitoring and reporting schedules for the programProvide technical leadership to ensure monitoring and reporting systems contribute to reliable data collection and timely analysis of program and project results.Provide technical leadership to facilitate the use of monitoring data for analysis and decision making.Support lead National Society to aggregate monitoring results and feedback from other implementing National Societies.Establish systems to remind and prompt National Societies to submit monitoring reports against schedules set for all projects and programmesProvide input to the development of quality standards and tools in the areas of monitoring and evaluation.|» Années d'expérience: Entre 2 an et 3 ans|2/Lead the establishment and maintenance of monitoring systems, including:|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/tpenW,03/08/2022,CANISSARL&LESASTÉROÏDES,Comptabilité-Gestion,Assistantcomptable,Assistant comptable – Douala,"Douala,Littoral,Cameroon",05Aug.2022,Nonspécifié,"» 
                                                                    21 - 28                                                                     ans|» Justificatifs|CV à jour précisant la date de naissance et les références du candidat,  - Lettre de motivation, - Document attestant votre niveau d'études ; - Tout Document nécessaire, permettant d'apprécier la candidature.NB: Seules les candidats retenus pour les prochaines étapes seront contactés.|vous êtes diplômé d'un Bac+5 ou d'un licence en comptabilité et gestion des entreprises, comptabilité et finance ,en fiscalité et pouvez valoriser une expérience professionnelle à un poste d'assistant comptable d'au minimum 3 ans d'expérience.|PROFIL RECHERCHÉ|Capacité de structurer la comptabilité et les processus liés,Connaissance parfaite des logiciels Sage SAARI et pack office ( Word, Excel, PowerPoint)Maîtriser la comptabilisation des opérations courantes des entitésMaîtrise de la liquidation des impôts et taxesGestion des activités de ressources humaines,Maîtrise de l'analyse financière des entités.|» CV|» Lettre de motivation|» Années d'expérience: Entre 2 an et 3 ans 
                                                                                                » Niveau Académique Minimum: Licence||» Diplômes|Âgés entre 21 et 28 ansAyant minimum Bac+3Année d'expérience : 3 ans, minimum 2 ans 6 moisAvoir comme objectif de bâtir une carrière en cabinetAvoir un esprit d'analyse et être à l'aise avec les chiffresParler et écrire au moins une des deux langues officielles.|COMPÉTENCES PROFESSIONNELLES.|Dans le cadre de renforcement de son équipe CANIS SARL  LES ASTÉROÏDES recherche Un (e) assistant (e) comptable pour un stage pré-emploi. poste basé à Douala Cameroun (Déido à côté de l'université des eaux)|"
https://doopin.net/TInzz,03/08/2022,SPARCAMEROUN,Publicité-Marketing,Assistantmarketing,Assistant Marketing – Douala,"Douala,Littoral,Cameroon",07Aug.2022,Nonspécifié,"Qualification|» Curriculum Vitae|» Lettre de motivation|Digital Marketing Branding Event Planing Bilingual MS Office Graphic Design(Basics)|We are growing fast so, join our team ! As the Marketing Assistant you will be an integral part of our team. Where you will be tasked with creating, implementing and improving best practices ensuring continual enhancement of our marketing efforts.||Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/OrWjC,03/08/2022,HSDMELT–CAMEROUN,Secrétaire-Assistant(e),Assistant(e)dedirection,Attaché (e) de Direction – Douala,"Douala,Littoral,Cameroon",11Aug.2022,Nonspécifié,"» Curriculum Vitae|ACTIVITES|» Années d'expérience: Entre 5 ans et 8 ans 
                                                                                                » Niveau Académique Minimum: Bac+2 (BTS / HND,...)|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|Formation : Diplôme de gestion administrative/commerce  Bac + 2 minimum Minimum 5 ans d’expérience à un poste similaireBon relationnel|Soulager le Directeur Général de toutes les préoccupations administratives et, d'une manière générale, l'assister dans tous les aspects de son travail afin de lui faire gagner du temps et de l'efficacité.||» Niveau d'expérience: Expérimenté|Notre Client, entreprise exerçant dans l’industrie des engins automobiles, basée à Douala recherche un (e) attaché (e) de Direction pour accompagner le développement de ses activités au Cameroun.|Aider le Directeur Général à organiser, planifier et mettre en œuvre la stratégie et les procédures Aider le Directeur Général à mettre en place et à améliorer la réglementation et le système de gestion de l'entreprise Rassembler et analyser le rapport financier et faire des suggestions au DG Recueillir et analyser le rapport des différents services et faire des suggestions au Directeur Général Organiser et coordonner les informations et les actions internes externes, parfois confidentielles, liées au fonctionnement de la structure. Superviser les employés en s'assurant qu'ils respectent le règlement de l'entreprise et les normes de service à la clientèle. Veiller au respect du règlement intérieur et des procédures de l'entreprise. Assurer la liaison entre les employés de première ligne et le DG. Les motiver à travailler de manière productiveOrganiser les rendez-vous et les réunions du DGTraiter toute question en temps opportunÊtre attentif aux plaintes des clients, leur faire des suggestions et s'assurer que la réaction sera faite en temps utileSuivre d'autres tâches assignées par le GM Participer les opérations liées aux achats à l'international|"
https://doopin.net/sqZgW,03/08/2022,HEKA,Art-Design,Designergraphique,GRAPHIC DESIGNER – Yaoundé,"Yaoundé,Centre,Cameroon",Postulerauplustôt,Nonspécifié,"|Nous cherchons particulièrement une personne :|» Curriculum Vitae|MODALITES DE TRAVAIL  8h – 17h de lundi à vendredi8h – 14h le samediCamp Sonel Essos, Yaoundé|Contact : 679892934 ou via le lien WhatsApp https://wa.me/237679892934|» Portfolio|CréativeAvec une maîtrise complète des logiciels Adobe photoshop, Illustrator, IndesignCapable de travailler sous pressionEtre disponible à temps plein||HEKA, une entreprise de Design Graphique et de Marketing Digital, recrute dans le cadre de l’expansion de ses activités|Pour postuler, veuillez nous laisser votre CV et votre portfolio 
(fichier de moins de 2Mo) sur notre formulaire de recrutement via le 
lien www.hekadesign.com/recrutement|"
https://doopin.net/emNrx,03/08/2022,LACENTRALEINFORMATIQUE,Administration,Secrétaire,"Recrutement: Secrétaire, Maintenancier des réseaux informatiques, Apporteurs d'affaires – Yaoundé","Yaoundé,Centre,Cameroon",15Aug.2022,Nonspécifié,"Localisation: Yaoundé, Marché central|Dans le cadre de son développement et de son expansion, La Centrale Informatique recrute les postes suivants :|Le dossier doit contenir :|NOUS RECRUTONS|Le CV La photocopie de votre CNIUn plan de localisation|Et ce au plus part le 15 Août 2022 à 17h00||Une secrétaireUn maintenancier des réseaux informatiquesDes apporteurs d'affaires|Vous pensez être à la hauteur, envoyez nous dès à présent votre dossier via WhatsApp : https://wa.link/bgdoen|"
https://doopin.net/LTVRh,03/08/2022,ZININDUSTRIESSARL,Comptabilité-Gestion,Comptable,Comptable – Yaoundé,"Yaoundé,Centre,Cameroon",14Aug.2022,Nonspécifié,"Avis de recrutement : Comptable|» Années d'expérience: Entre 3 ans et 5 ans 
                                                                                                » Niveau Académique Minimum: Master|Mise en place du service comptable et de la payeSupervise les processus comptables, produit les documents de synthèse budgétaire et traite la paye.Assure la conformité de l'entreprise aux normes et contraintes réglementaires en vigueur, et veille à ce que les déclarations sociales et fiscales soient à jour et exactes.Réalise les diagnostics financiers, assure les contrôles périodiques et inopinés et prépare les audits de l’entreprise.Répons aux sollicitations des administrations sur toutes les questions fiscales et sociales.Suit les mesures de performances économiques de l'entreprise.|Pour soumettre votre candidature, veuillez envoyer votre dossier comprenant un CV et une lettre de motivation au plus tard  14 Août 2022Localisation : Yaoundé Cameroun|» Lettre de motivation||» Niveau d'expérience: Expérimenté|» Curriculum Vitae|Bac+4 en Comptabilité, Fiscalité ou FinanceExpérience significative de 3 à 5ansBonne connaissance des comptabilités des entreprises industriellesBonne maîtrise des schémas comptables et de la comptabilité analytiqueParfaite maîtrise du SYSCOHADABonne connaissance de la fiscalité CamerounaiseParfaite maîtrise de l'informatique et des outils bureautiques (Excel, Word et PowerPoint)Parfaite compréhension des outils intégrés de gestion (ERP)Confortable avec les chiffres et grande attention aux détailsBon animateur d’équipe à l’aise avec les prises de responsabilité|Une expérience en cabinet d'audit constituerait un atout|"
https://doopin.net/LDMWv,03/08/2022,UnEmployeur,Esthétique-Beauté-Coiffure,Esthéticienne,02 ESTHÉTICIENNES MASSEUSES PROFESSIONNELLES – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,"Active dans les réseaux sociaux possédant déjà un porte feuille client Avoir une expérience de minimum 2 ans NB: être souriante, accueillante et avoir le sens d'équipe|Tel 681638951|Nous recherchons 2 esthéticienne masseuses Professionnelles|» Années d'expérience: Entre 2 an et 3 ans|?OFFRE D’EMPLOI?||» Niveau d'expérience: Expérimenté|Si tu pense remplir c’est critères :Déposez votre CV à bonapriso hôtel le sportif Douala Cameroun|» Curriculum Vitae|"
https://doopin.net/PGDxa,03/08/2022,ENERGENIC,Commerce-Vente-Distribution,Technico-commercial,Business Developper / Technico-Commercial(e) – Douala,"Douala,Littoral,Cameroon",20Aug.2022,Nonspécifié,"» Niveau d'expérience: Senior|Titulaire d’un BAC + 5 Commerce / Marketing / Ingénierie vous disposez au minimum d'une expérience avérée de 5/7 ans dans le domaine de la vente et du développement commercial.Vous maitrisez l’outil informatique (Windows, Word, Excel, Power point, Auto CAD, Access…) avec une bonne maitrise de l’anglais car cela sera un atout.Idéalement, vous connaissez la clientèle/les marchés que nous souhaitons suivre (Grand public, hôtels, industrie, mine, usines,...) et/ou vous connaissez le secteur de l’énergie et produits associés.Sérieux (se), discret(e) et honnête, vous êtes une personne organisée(e), rigoureux (se) et travaillant sous pression. Vous présentez un dynamisme commercial.|ENERGENIC, Start Up Africaine Leader dans le domaine de l’ingénierie et l’efficacité énergétique, Afin de consolider et densifier ses activités recrute UnEnergy Solutions Business Developper.|Référence de l’offre :DG/SC012022Expérience :5/7 ans voir plusLocalisation:Douala CamerounFonctions :Technico-Commercial(e)Nombre de place :01Secteur:ENERGIE|Profil Recherché|Prospection et fidélisation de nouveaux clients potentielsElaboration d'une proposition commerciale en conformité avec la politique commercialeParticipation à l'élaboration de la proposition techniqueConclusion de vente (négociation)Suivi de l'avancement des projetsConnaissancesTechniques de venteTechniques de négociationConnaissances des produits et/ou services de l'entrepriseConnaissances générales du secteur informatique et du métier associéIl réalise, voire dépasse, les objectifs commerciaux (quantitatifs et qualitatifs) qui lui sont fixés en répondant aux besoins des clients et prospects, sur un secteur déterminé et dans le respect de la stratégie commerciale de l'entreprise.|Les éléments constitutifs du dossier de candidature sont :  CV avec photo couleur 4x4 rigueur; Lettre motivation au plus tard le 20/08/2022|» Lettre de motivation|Savoir Faire|» Années d'expérience: Entre 5 ans et 8 ans 
                                                                                                » Niveau Académique Minimum: Master||Gérer un portefeuille de clientsAnalyser et comprendre les problèmes ou les besoins des clients et leur proposer une solution adaptée à une demande ou une problématique clientRendre compte de son Activité CommercialeDévelopper l'activité auprès de prospectsEtablir et maintenir une franche collaboration avec les équipes de l’Entreprise et les parties prenantes externes.Participer aux actions de mailingParticiper au suivi des collaborateurs chez les clientsParticiper à des salonsDévelopper des projets d’efficacité énergétiques chez les clients sur la base de l’exploitation des données de monitoring énergétique et d’audits ponctuels.Conquérir de nouveaux marchés pour les solutions d’Energie renouvelablesDévelopper et gérer un portefeuille de clients et mettre en place un système pour les accompagner dans la maîtrise énergétique de leurs sites.Contribuer fortement au développement de nouveaux produits/services notamment les formations visant à renforcer les capacités des clients.Planifier et mener des visites régulières sur tous les sites des clients.Participer aux négociations des contrats commerciaux avec les clientsCréer et effectuer des présentations et des propositions commerciales aux prospectsAnimer les différentes plateformes de communication de l’entreprise sur les réseaux sociaux professionnels et Internet.|» Curriculum Vitae|Parfaite connaissance des techniques de venteSolides connaissances des techniques commercialesExcellente capacité de négociationBonne capacité de communicationBonne connaissance du secteur dans lequel il travaille et de ses produitsConnaissances en droit commercialLa maîtrise de l’anglais peut être exigéeAvoir une bonne résistance au stress|"
https://doopin.net/ePtQv,03/08/2022,PRIDEPADSAFRICA,Humanitaire,Enseignanthumanitaire,Ground Operations Manager – Ngaoundéré,"Ngaoundéré,Adamawa(Adamaoua),Cameroon",06Aug.2022,Nonspécifié,"» Curriculum Vitae|Fluent in EnglishIntermediate proficiency (B1-B2) in FrenchMust have a current passport and driver's license (both valid at least until 2024)Must be fully vaccinated for COVID-19|Overall management of employees at the production facility, education department, and sales department. These departments will have managers that will report to you for approval.Determine future projects- regions/villages/schools to supply menstrual pads, provide education curriculum, etc.Assess employees' work with regular employment reviews.Minimize cost for production and distribution.Work with local companies, farmers, and production sites to identify locally sourced materials to use for the future.Maintain the facility and car so that they remain clean and operational.|You can learn more about us at our website: Pridepads.org|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|PridePads Africa produces biodegradable, earth friendly and affordable sanitary pads for girls and women in rural Cameroon as well as providing menstrual health education, sensitization and de-stigmatization campaigns surrounding menstruation. Pads are produced locally by and for women, creating livelihood empowerment and entrepreneurial economic opportunities for Cameroonian girls and women.|Duties:||Requirements:|Responsibilities:|Desired Skills:|Operations Manager will be responsible for management of pad production, all employee related matters and educational outreach and materials. This includes, but is not limited to, expansion of the PridePads Africa mission into other regions, cities and villages, working with local distributors, and Government officials for the betterment of the project. Operations Manager must be able to work independently, problem solve and also collaborate with local groups and agencies to complete tasks. Manager will have to manage budgetary restrictions, organize monthly expenses, plan for future expenses and make budget requests to PridePads Africa USA Board of Directors. Additionally manager will work with and report to Colorado PridePads office providing weekly updates, goal summaries, assisting with social media both personally and for the company and transfer media|Experience living, studying or working abroad (preferably in a Sub-Saharan African country)Experience in management, teaching/educationPassionate about health (specifically women’s health), education, women’s rights and empowermentDesired personality traits: driven, self-motivated, collaborative, adaptive, entrepreneurial skills, willingness to learn new skills, problem solver.|"
https://doopin.net/oMcWL,03/08/2022,SKYWALKER,Commerce-Vente-Distribution,Commercial,Vendeur / Seller – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,"Tu auras la possibilité d'avoir entre 200 et 600 mille FRANCS CFA par mois, suivant tes performances. Le travail se fait uniquement au bureau en groupe pas besoin de sorties inutiles. Tu vas bénéficier d'une formation complète et GRATUITE en VENTE, MARKETING, et En ART ORATOIRE.|Tu es intéressé(e) envoie-moi un message WhatsApp au 690635599.||» Curriculum Vitae|A L'attention des SUPER STARS UNIQUEMENT. Si vous n'êtes pas le meilleur, ne me contactez même pas. Nous sommes une entreprise innovante dans le domaine des technologies commerciales et nous recherchons les AS.|"
https://doopin.net/uzexa,03/08/2022,STUDYOUCAMEROUN,Enseignement,Enseignant-FormationProfessionnelle,Chargé(e) d’admission – Cameroun,"Lieu,Nonspécifié,Cameroon",06Aug.2022,Nonspécifié,"Sens développé de l’organisation, autonomie et rigueurSavoir être à l’écoute des besoins des candidatsMaîtrise du français et l’anglais à l’écrit et à l’oralMaîtrise d’office 365Détention d’un diplôme de l’enseignement supérieur d’un niveau bac+3 minimum|» Curriculum Vitae|» Niveau Académique Minimum: Licence|Contexte :|» Lettre de motivation|Préparation et vérifications des dossiersGestion et administration des dossiers de candidatureGestion des inscriptions et admissions.|Dans le cadre du développement de son activité, Studyou Cameroun recrute un(e) chargé(e) aux admissions|Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|Studyou Cameroun est un organisme d’orientation et de conseil qui vise à accompagner les étudiants dans leurs projets d’études et à effectuer l’ensemble des démarches nécessaires pour pouvoir poursuivre leurs études supérieures en France.|"
https://doopin.net/RaKZA,03/08/2022,STUDYOUCAMEROUN,Internet-Web,CommunityManager,Recrutement: Conseiller(e) d’orientation ; Chargé(e) d'accueil et d'information ; Chargé (e) Commercial (e); Community manager – Cameroun,"Lieu,Nonspécifié,Cameroon",06Aug.2022,Nonspécifié,"» Curriculum Vitae|» Lettre de motivation|Dans le cadre du développement de son activité, Studyou Camerounrecrutepour des postes suivant:|Conseiller(e) d’orientationChargé(e) d'accueil et d'informationChargé(e) Commercial (e)Community manager F/H||Veuillez cliquer sur le bouton Postuler ci-dessous pour soumettre votre candidature|"
https://doopin.net/kzJSj,03/08/2022,BanqueAtlantique,Comptabilité-Gestion,Comptable,Candidature Spontanée – Cameroun,"Lieu,Nonspécifié,Cameroon",Postulerauplustôt,Nonspécifié,"Que ce soit pour un stage ou un emploi, transmettez nous votre CV + LM à Rh.recrutement@banqueatlantique.net en mettant en objet « candidature spontanée »|||Vous souhaitez rejoindre l’équipe BACM ?|» Curriculum Vitae|"
https://doopin.net/BSzLi,03/08/2022,SortiràDouala,Communication,Responsablecommunication,Directeur ou Directrice Général(e) – Douala,"Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,"Sortir A Douala est une société en cours d'expansion qui a pour vocation à être la station météo qui renseigne sur toutes les activités permanentes et temporaires à faire dans la ville. Expositions, musées, spectacles, concerts, Caves, Restaurant, Institut de beauté, relaxation ... nous référençons les meilleurs sites dans Douala.|Définition de la stratégie globale de la société en accord avec le conseil d'administration Mise en oeuvre de la stratégie de publication sur les Réseaux sociaux pour les deux entités Recherche et conclusion de partenariats avec les acteurs du secteur événementiel et culturel Rédactions d'articles et production de contenus Recrutement et management d'une équipe|» Curriculum Vitae|Compétences :|Logiciels: Maitrise de Word, Excel, PowerPoint. Avoir un ordinateur portable|» Lettre de motivation|Rémunération: salaire à définir selon profil + actions dans la société|Autonomie dans l'exécution des tâches Capacité d'organisation et de planification  Excellentes qualités rédactionnelles Maitrise de la gestion des réseaux sociaux (Facebook, Instagram, WhatsApp) Excellente maitrise du Français et bonnes bases en Anglais|Sortir à Douala possède également un studio photo professionnel à Bali.Nous recherchons donc un profil autonome capable de prendre en charge les activités opérationnelles quotidiennes du groupe.|NB: Un entretien par visio conférence est à prévoir.|BTS/ Licence/Master en Gestion/communication/Marketing|» Niveau Académique Minimum: Bac+2 (BTS / HND,...)|"
https://doopin.net/RFlTi,03/08/2022,ANGESECURITY,Commerce-Vente-Distribution,Chargédeclientèle,CHARGÉ(E) CLIENTÈLE H/F – Douala,"LOGPOM,Douala,Littoral,Cameroon",15Oct.2022,Permanent/CDI,"Souhaitées : organiser un planning de vente et de visites et le suivre, bilingue A /F|Bonne présentation, dynamisme et forte capacité de persuasion|Impératives : Technique de vente, bon sens relationnel et grande éloquence|Objectifs/ Missions
principales- Prospecter et gagner de nouveaux clients pour le compte de la société|ANGE SECURITY recrute un(e) Chargé(e) clientèleBilingueen CDI.|- Assurer l’interface efficace entre les attentes des clients et l’offre et les services de la société|Exigences du poste||Formation|BTS Action Commerciale et / ou expérience de la vente de services|» CNI
                                                                » Curriculum Vitae|- Recueillir les besoins des clients, les analyser par sa connaissance du marché et proposer une réponse adéquate afin de fidéliser la clientèle|» Lettre de motivation|Compétences|Cliquer sur le bouton Postuler pour envoyer votre candidature en ligne|Bonnes écoute et réactivité|Profil de l’occupant|"
https://doopin.net/rnBLV,04/08/2022,CentreHospitalierHumanitaireMedjowe,Santé,Infirmier(e),"SAGE FEMME, INFIRMIER(E) DIPLÔMÉ(E) D'ETAT – Douala","Makepe,Douala,Littoral,Cameroon",Postulerauplustôt,Nonspécifié,"Afin de mieux vous servir, nous recrutons les profils suivants :|? ????? ?'??????|✅ Sage femme|✅ Infirmier(e) diplômé(e) d'Etat||▶️ Lettre de motivation▶️ Curriculum vitæ▶️ Photocopie CNI▶️ Photocopie du dernier diplôme obtenuLe dépôt des dossiers se fait au centre sis à Makepe bloc L, derrière la station Tradex parcours vitæ et par WhatsApp au 673347563.Votre santé, notre priorité !|Dossier à fournir :|"
